entrez_human	ensembl_gene_id	gene_symbol	entrez_rat	entrez_mouse	Unirprot_Human	Uniprot_Rat	Uniprot_mouse	gene_name	synonym	DbTF	pubmed_id	evidence.type	AnimalTFDB	DBD	GOC	JASPAR	ORFeome	Ravasi.et.al	TcoF.DB	TFCat	TFClass_human	TFclass_mouse	Vaquerizas.et.al	pubmed_id.1	taxon	pubmed_id.2	taxon.1	pubmed_id.3	taxon.2	pubmed_id.4	taxon.3	pubmed_id.5	taxon.4	pubmed_id.6	taxon.5	GOC981.select_EC
137814	ENSG00000180053	NKX2-6	364418	18092	A6NCS4	B1H280	P43688,Q8CF35,Q9CVN3	NK2 homeobox 6	CSX2|NKX2F|NKX4-2	yes	15649947	Experimental	AnimalTFDB	DBD	0	0	0	0	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	15649947	9606	0	0	0	0	0	0	0	0	0	0	0
338917	ENSG00000119614	VSX2	171360	12677	P58304	G3V7K0	Q61412,Q80WF9	visual system homeobox 2	CHX10|HOX10|MCOP2|MCOPCB3|RET1	yes	15647262	Experimental	AnimalTFDB	DBD	0	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	15647262	9606	0	0	0	0	0	0	0	0	0	0	0
49854	ENSG00000173276	ZNF295	304056	114565	Q9ULJ3	D3ZVF2	E9Q3R9,E9Q444,G3X9A3,Q6ZPV6,Q80XC5,Q8CC25,Q8CDB1	zinc finger and BTB domain containing 21	ZBTB21	yes	15629158	Experimental	AnimalTFDB	DBD	0	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass_synonym	TFclass_mouse	Vaquerizas et al	15629158	9606	0	0	0	0	0	0	0	0	0	0	0
84449	ENSG00000160961	ZNF333	0	0	B3KSN8,Q96JL9	0	0	zinc finger protein 333	0	yes	15607024	Experimental	AnimalTFDB	DBD	0	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	0	Vaquerizas et al	15607024	9606	0	0	0	0	0	0	0	0	0	0	0
10732	ENSG00000101190	TCFL5	311715	277353	Q86TP4,Q9UL49	0	Q32NY8	transcription factor-like 5 (basic helix-loop-helix)	CHA|E2BP-1|FIGLB|BHLHE82	yes	15585666	Experimental	AnimalTFDB	DBD	0	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	15585666	10090	0	0	0	0	0	0	0	0	0	0	0
56956	ENSG00000143355	LHX9	289048	16876	Q9NQ69	Q80W90	Q9WUH2	LIM homeobox 9	0	yes	15585134	Experimental	AnimalTFDB	DBD	0	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	15585134	10090	0	0	0	0	0	0	0	0	0	0	0
84295	ENSG00000156531	PHF6	100359714	70998	Q8IWS0	0	Q9D4J7	PHD finger protein 6	BFLS|BORJ|CENP-31	yes	15580208	Author statement	0	0	0	0	0	Ravasi et al	0	TFCat	0	0	0	15580208	9606	0	0	0	0	0	0	0	0	0	0	0
79692	ENSG00000181315	ZNF322	680201	218100	Q6U7Q0	D3ZJ04	Q8BZ89	zinc finger protein 322	HCG12|ZNF322A|ZNF388|ZNF489	yes	15555580	Experimental	0	0	0	0	0	0	TcoF-DB	0	TFclass	TFclass_mouse	0	15555580	9606	0	0	0	0	0	0	0	0	0	0	0
79759	ENSG00000167394	ZNF668	309002	244219	A8K1I4,Q96K58	0	Q8K2R5	zinc finger protein 668	0	yes	15539151	Experimental	AnimalTFDB	DBD	0	0	ORFeome	0	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	15539151	9606;10090	0	0	0	0	0	0	0	0	0	0	0
3084	ENSG00000157168	NRG1	112400	211323	A6MW55,A6MW56,B0FWZ3,B0FYA7,B0FYA8,B0FYA9,B7Z1D7,Q02297,Q6PK61,Q7RTW3,Q7RTW5	D3ZC94,D4ACB2,G3V7D6,G3V7F0,G3V9Q0,P43322	Q6DR98,Q6DR99	neuregulin 1	ARIA|GGF|GGF2|HGL|HRG|HRG1|HRGA|MST131|NDF|SMDF	yes	15494726	Experimental	0	0	0	0	0	0	0	TFCat	0	0	0	15494726	10090	0	0	0	0	0	0	0	0	0	0	0
286380	ENSG00000187559	FOXD4L3	0	0	Q6VB84	0	0	forkhead box D4-like 3	FOXD4L2|FOXD6	yes	15492844	Author statement	AnimalTFDB	DBD	GOC	0	0	Ravasi et al	TcoF-DB	TFCat	TFclass	0	Vaquerizas et al	15492844	0	0	0	0	0	0	0	0	0	0	0	0
4808	ENSG00000177551	NHLH2	295327	18072	Q02577	D4A265	Q64221	nescient helix loop helix 2	HEN2|NSCL2|BHLHA34	yes	15470499	Experimental	AnimalTFDB	DBD	0	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	15470499	9606;10090	0	0	0	0	0	0	0	0	0	0	0
84107	ENSG00000174963	ZIC4	315882	22774	Q8N9L1	D3ZMJ5	G3UYE7,Q61467,Q8C8J4	Zic family member 4	0	yes	15465018	Experimental	AnimalTFDB	DBD	0	0	ORFeome	0	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	15465018	10090	0	0	0	0	0	0	0	0	0	0	0
85416	ENSG00000139800	ZIC5	361095	65100	Q96T25	F1M349	Q7TQ40	Zic family member 5	0	yes	15465018	Experimental	AnimalTFDB	DBD	0	0	ORFeome	0	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	15465018	10090	0	0	0	0	0	0	0	0	0	0	0
128408	ENSG00000125533	BHLHE23	499952	140489	Q8NDY6	D3ZU26	Q0VEJ8,Q8BGW3	basic helix-loop-helix family, member e23	BETA4|BHLHB4|BA305P22.3	yes	15363390	Author statement	AnimalTFDB	DBD	GOC	0	0	0	TcoF-DB	0	TFclass	TFclass_mouse	Vaquerizas et al	15363390	0	0	0	0	0	0	0	0	0	0	0	0
100131390	ENSG00000217236	SP9	366078	381373	P0CG40	D3ZZ24	Q64HY3	Sp9 transcription factor	ZNF990	yes	15358670	Author statement	AnimalTFDB	0	0	0	0	0	0	0	TFclass	TFclass_mouse	Vaquerizas et al	15358670	10090	0	0	0	0	0	0	0	0	0	0	0
4861	ENSG00000130751	NPAS1	308387	18142	Q99742	D3ZJ66	A2RSH6,P97459	neuronal PAS domain protein 1	MOP5|PASD5|BHLHE11	yes	15347806	Author statement	AnimalTFDB	DBD	0	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	15347806	10090	0	0	0	0	0	0	0	0	0	0	0
64067	ENSG00000151322	NPAS3	299016	27386	F8VR32,Q8IXF0,X5D2Q4,X5D988	0	F8VQB2	neuronal PAS domain protein 3	MOP6|PASD6|BHLHE12	yes	15347806	Author statement	AnimalTFDB	DBD	0	0	ORFeome	Ravasi et al	0	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	15347806	10090	0	0	0	0	0	0	0	0	0	0	0
195828	ENSG00000165244	ZNF367	306695	238673	Q7RTV3	Q5U2Z0	Q0VDT2	zinc finger protein 367	CDC14B|ZFF29	yes	15344908	Experimental	AnimalTFDB	DBD	0	0	0	0	0	0	0	0	Vaquerizas et al	15344908	9606	0	0	0	0	0	0	0	0	0	0	0
63973	ENSG00000178403	NEUROG2	295475	11924	Q9H2A3	0	P70447,Q6GTH9	neurogenin 2	ATOH4|MATH4A|NGN2|BHLHA8|NGN-2	yes	15342472	Experimental	AnimalTFDB	DBD	0	0	ORFeome	Ravasi et al	0	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	15342472	9606	0	0	0	0	0	0	0	0	0	0	0
388566	ENSG00000197016	ZNF470	0	0	Q6ECI4	0	0	zinc finger protein 470	CZF-1	yes	15302581	Author statement	AnimalTFDB	DBD	0	0	0	0	TcoF-DB	0	TFclass	0	Vaquerizas et al	15302581	9606	0	0	0	0	0	0	0	0	0	0	0
3212	ENSG00000173917	HOXB2	100361765	103889	P14652	D4A426,Q20A34	P0C1T1	homeobox B2	HOX2|HOX2H|HOX-2.8|K8	yes	15289435	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	15289435	10090	0	0	0	0	0	0	0	0	0	0	0
3216	ENSG00000108511	HOXB6	497986	15414	P17509	D3ZLU8	P09023	homeobox B6	HOX2|HOX2B|HU-2|HOX-2.2	yes	15269212	Experimental	AnimalTFDB	DBD	0	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	15269212	9606	0	0	0	0	0	0	0	0	0	0	0
6671	ENSG00000105866	SP4	25162	20688	Q02446	Q63158	K4DI62,Q6DFV2	Sp4 transcription factor	HF1B|SPR-1	yes	15265862	Experimental	AnimalTFDB	DBD	0	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	15265862	10090	0	0	0	0	0	0	0	0	0	0	0
3221	ENSG00000198353	HOXC4	24459	15423	P09017,Q86TF7	D3ZK87	G3UX59,Q08624	homeobox C4	HOX3|HOX3E|CP19	yes	15252056	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	15252056	9606	0	0	0	0	0	0	0	0	0	0	0
7024	ENSG00000135457	TFCP2	315309	21422	Q12800	G3V969	Q9ERA0	transcription factor CP2	LBP1C|LSF|LSF1D|SEF|TFCP2C	yes	15232220	Experimental	AnimalTFDB	DBD	0	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	15232220	10090	0	0	0	0	0	0	0	0	0	0	0
3090	ENSG00000177374	HIC1	303310	15248	A0PJI1,Q14526	0	Q9R1Y5,Z4YJP0	hypermethylated in cancer 1	ZBTB29|ZNF901|HIC-1	yes	15231840	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	15231840	9606	0	0	0	0	0	0	0	0	0	0	0
257	ENSG00000156150	ALX3	365900	11694	O95076	Q6RW14	O70137,Q3UQX2	ALX homeobox 3	FND1	yes	15226305	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	15226305	10090	0	0	0	0	0	0	0	0	0	0	0
23512	ENSG00000178691	SUZ12	0	52615	A8K1U9,J3QQW9,Q15022	0	E9PW15,Q80U70	suppressor of zeste 12 homolog (Drosophila)	CHET9|JJAZ1	yes	15225548	Experimental	0	0	0	0	0	Ravasi et al	TcoF-DB	TFCat	0	0	Vaquerizas et al	15225548	9606	0	0	0	0	0	0	0	0	0	0	0
84838	ENSG00000162714	ZNF496	287361	268417	Q96IT1	0	Q5SXI5	zinc finger protein 496	NIZP1|ZFP496|ZKSCAN17	yes	15169884	Experimental	AnimalTFDB	DBD	0	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	15169884	10090	0	0	0	0	0	0	0	0	0	0	0
153572	ENSG00000170561	IRX2	306657	16372	Q9BZI1	D3ZGA0	P81066	iroquois homeobox 2	IRXA2	yes	15133517	Author statement	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	15133517	0	0	0	0	0	0	0	0	0	0	0	0
10481	ENSG00000159184	HOXB13	303480	15408	Q4KR72,Q92826	D3ZWL5	P70321	homeobox B13	PSGD	yes	15126340	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	15126340	9606	0	0	0	0	0	0	0	0	0	0	0
7071	ENSG00000155090	KLF10	81813	21847	Q13118	O08876	O89091,Q8C900	Kruppel-like factor 10	EGRA|TIEG|TIEG1	yes	15087465	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	15087465	9606	0	0	0	0	0	0	0	0	0	0	0
404281	ENSG00000230797	YY2	100361836	100073351	O15391	0	Q3TTC2	YY2 transcription factor	ZNF631	yes	15087442	Experimental	AnimalTFDB	0	0	0	0	0	0	0	TFclass	TFclass_mouse	Vaquerizas et al	15087442	9606	0	0	0	0	0	0	0	0	0	0	0
54796	ENSG00000173068	BNC2	298189	242509	Q6ZN30	D3ZZ22	Q2TBA4,Q8BMQ3	basonuclin 2	BSN2	yes	15081112	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	0	TcoF-DB	0	TFclass	TFclass_mouse	Vaquerizas et al	15081112	9606	0	0	0	0	0	0	0	0	0	0	0
84839	ENSG00000173976	RAX2	0	0	Q96IS3	0	0	retina and anterior neural fold homeobox 2	ARMD6|CORD11|QRX|RAXL1	yes	15028672	Experimental	AnimalTFDB	DBD	0	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	0	Vaquerizas et al	15028672	9606	0	0	0	0	0	0	0	0	0	0	0
26959	ENSG00000105856	HBP1	27080	73389	B4DJ36,O60381	Q62661,Z4YNI2	E9Q1A8,E9Q469,Q8R316	HMG-box transcription factor 1	0	yes	15024088	Experimental	AnimalTFDB	0	GOC	0	0	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	15024088	9606	0	0	0	0	0	0	0	0	0	0	0
26959	ENSG00000283847	HBP1	27080	73389	B4DJ36,O60381	Q62661,Z4YNI2	E9Q1A8,E9Q469,Q8R316	HMG-box transcription factor 1	0	yes	15024088	Experimental	AnimalTFDB	0	GOC	0	0	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	15024088	9606	0	0	0	0	0	0	0	0	0	0	0
1388	ENSG00000213676	ATF6B	406169	12915	Q6AZW6,Q99941	Q4G097	Q3UJ07	activating transcription factor 6 beta	CREB-RP|CREBL1|G13	yes	14973138	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	14973138	9606	0	0	0	0	0	0	0	0	0	0	0
1388	ENSG00000234539	ATF6B	406169	12915	Q6AZW6,Q99941	Q4G097	Q3UJ07	activating transcription factor 6 beta	CREB-RP|CREBL1|G13	yes	14973138	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	14973138	9606	0	0	0	0	0	0	0	0	0	0	0
1388	ENSG00000228628	ATF6B	406169	12915	Q6AZW6,Q99941	Q4G097	Q3UJ07	activating transcription factor 6 beta	CREB-RP|CREBL1|G13	yes	14973138	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	14973138	9606	0	0	0	0	0	0	0	0	0	0	0
1388	ENSG00000168468	ATF6B	406169	12915	Q6AZW6,Q99941	Q4G097	Q3UJ07	activating transcription factor 6 beta	CREB-RP|CREBL1|G13	yes	14973138	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	14973138	9606	0	0	0	0	0	0	0	0	0	0	0
8110	ENSG00000205683	DPF3	299186	70127	F8W7T1,Q92784	0	B5TZD5,P58269	D4, zinc and double PHD fingers, family 3	CERD4	yes	14769913	Author statement	0	0	GOC	0	ORFeome	Ravasi et al	0	TFCat	0	0	Vaquerizas et al	14769913	0	0	0	0	0	0	0	0	0	0	0	0
84969	ENSG00000124191	TOX2	311615	269389	Q96NM4	F1M8E3,Q76IQ7	A2A472,A2A473,E9Q0B9	TOX high mobility group box family member 2	C20ORF100|GCX-1|DJ1108D11.2|DJ495O3.1	yes	14764631	Experimental	AnimalTFDB	0	0	0	0	Ravasi et al	0	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	14764631	10116	0	0	0	0	0	0	0	0	0	0	0
3232	ENSG00000128652	HOXD3	288152	15434	P31249	D3Z957	P09027,Q3UZR4	homeobox D3	HOX1D|HOX4|HOX4A|HOX-4.1	yes	14610084	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	14610084	9606	0	0	0	0	0	0	0	0	0	0	0
9208	ENSG00000124831	LRRFIP1	367314	16978	B4DPC0,Q32MZ4	Q66HF9	A6H5U5,G5E8E1,Q3UZ39,Q8BLV4	leucine rich repeat (in FLII) interacting protein 1	FLAP-1|FLAP1|FLIIAP1|GCF-2|GCF2|HUFI-1|TRIP	yes	14522076	Experimental	0	0	0	0	0	Ravasi et al	0	TFCat	TFclass	TFclass_mouse	0	14522076	9606	0	0	0	0	0	0	0	0	0	0	0
23660	ENSG00000196652	ZKSCAN5	304275	22757	B3KNK8,Q9Y2L8	0	Q69ZT2,Q6PAK4,Q9Z1D8	zinc finger with KRAB and SCAN domains 5	ZFP95|ZNF914	yes	14519192	Author statement	AnimalTFDB	DBD	0	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	14519192	9606;10090;10116	0	0	0	0	0	0	0	0	0	0	0
7761	ENSG00000149050	ZNF214	0	0	Q9UL59	0	0	zinc finger protein 214	BAZ-1|BAZ1	yes	12970396	Author statement	AnimalTFDB	DBD	0	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	0	Vaquerizas et al	12970396	9606	0	0	0	0	0	0	0	0	0	0	0
7762	ENSG00000149054	ZNF215	0	0	Q9UL58	0	0	zinc finger protein 215	BAZ-2|BAZ2|ZKSCAN11	yes	12970396	Author statement	AnimalTFDB	DBD	0	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	0	Vaquerizas et al	12970396	9606	0	0	0	0	0	0	0	0	0	0	0
7570	ENSG00000165512	ZNF22	360389	67255	P17026	Q9ERU2	Q9ERU3	zinc finger protein 22	HKR-T1|KOX15|ZNF422|ZFP422	yes	12952191	Experimental	AnimalTFDB	DBD	0	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	12952191	10090	0	0	0	0	0	0	0	0	0	0	0
58158	ENSG00000123307	NEUROD4	288821	11923	Q8IW56,Q9HD90	D4A7M5	O09105,Q545C0	neuronal differentiation 4	ATH-3|ATH3|ATOH3|MATH-3|BHLHA4	yes	12947105	Experimental	AnimalTFDB	DBD	0	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	12947105	10090	0	0	0	0	0	0	0	0	0	0	0
57594	ENSG00000215271	HOMEZ	260325	239099	Q8IX15	Q5XFX1	Q80W88	homeobox and leucine zipper encoding	KIAA1443	yes	12925734	Experimental	AnimalTFDB	DBD	GOC	0	0	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	12925734	9606	0	0	0	0	0	0	0	0	0	0	0
2301	ENSG00000186790	FOXE3	171302	30923	Q13461	G3V6Y8	Q9QY14	forkhead box E3	FKHL12|FREAC8	yes	12882633	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	12882633	10116	0	0	0	0	0	0	0	0	0	0	0
50862	ENSG00000110315	RNF141	308900	67150	Q8WVD5	Q6IV57	H3BJB4,Q99MB7	ring finger protein 141	ZFP26|ZNF230	yes	12804569	Experimental	0	0	0	0	ORFeome	0	0	0	0	0	0	12804569	9606	0	0	0	0	0	0	0	0	0	0	0
7773	ENSG00000159882	ZNF230	0	67150	Q9UIE0	0	H3BJB4,Q99MB7	zinc finger protein 230	FDZF2	yes	12804569	Author statement	AnimalTFDB	0	0	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	0	Vaquerizas et al	12804569	10090	0	0	0	0	0	0	0	0	0	0	0
4610	ENSG00000116990	MYCL1	298506	16918	P12524	G3V7T4	P10166,Q3UIE0	v-myc myelocytomatosis viral oncogene homolog 1, lung carcinoma derived (avian)	LMYC|MYCL|BHLHE38	yes	12782599	Experimental	AnimalTFDB	DBD	0	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	12782599	10090	0	0	0	0	0	0	0	0	0	0	0
121599	ENSG00000166211	SPIC	314711	20728	Q8N5J4	D4A5A4	Q6P3D7	Spi-C transcription factor (Spi-1/PU.1 related)	SPI-C	yes	12749910	Experimental	AnimalTFDB	DBD	0	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	12749910	10090	0	0	0	0	0	0	0	0	0	0	0
9516	ENSG00000189067	LITAF	65161	56722	Q99732	B2RYP2,P0C0T0	Q9JLJ0	lipopolysaccharide-induced TNF factor	PIG7|SIMPLE|TP53I7	yes	12655064	Experimental	AnimalTFDB	0	0	0	ORFeome	0	0	0	0	0	0	12655064	9606	0	0	0	0	0	0	0	0	0	0	0
2306	ENSG00000186564	FOXD2	313504	17301	O60548	F1LP85	O35392	forkhead box D2	FKHL17|FREAC-9|FREAC9	yes	12621056	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	12621056	9606	0	0	0	0	0	0	0	0	0	0	0
3663	ENSG00000128604	IRF5	296953	27056	B7Z1M2,Q13568	D3ZPU1	P56477,Q3U169	interferon regulatory factor 5	SLEB10	yes	12600985	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	12600985	9606	0	0	0	0	0	0	0	0	0	0	0
254251	ENSG00000178177	LCORL	498385	209707	Q8N3X6	0	Q3U285	ligand dependent nuclear receptor corepressor-like	MLR1	yes	12560079	Experimental	AnimalTFDB	DBD	GOC	0	0	Ravasi et al	TcoF-DB	TFCat	0	0	Vaquerizas et al	12560079	10090	0	0	0	0	0	0	0	0	0	0	0
7594	ENSG00000198521	ZNF43	0	22704	P17038	0	Q8BPP0	zinc finger protein 43	HTF6|KOX27|ZNF39L1	yes	12537770	Author statement	AnimalTFDB	DBD	0	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	12537770	0	0	0	0	0	0	0	0	0	0	0	0
7594	ENSG00000279566	ZNF43	0	22704	P17038	0	Q8BPP0	zinc finger protein 43	HTF6|KOX27|ZNF39L1	yes	12537770	Author statement	AnimalTFDB	DBD	0	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	12537770	0	0	0	0	0	0	0	0	0	0	0	0
2077	ENSG00000105722	ERF	292721	13875	P50548	0	P70459	Ets2 repressor factor	PE-2|PE2	yes	12533699	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	12533699	9606	0	0	0	0	0	0	0	0	0	0	0
643609	NA	NR1H5P	690430	381463	0	D3ZFA7	E9Q5A6	nuclear receptor subfamily 1, group H, member 5, pseudogene	FXRB|NR1H5	yes	12529392	Experimental	AnimalTFDB	0	0	0	0	0	0	TFCat	0	0	0	12529392	10090	0	0	0	0	0	0	0	0	0	0	0
84528	ENSG00000131721	RHOXF2	0	0	Q9BQY4	0	0	Rhox homeobox family, member 2	CT107|PEPP-2|PEPP2|THG1	yes	12490318	Author statement	AnimalTFDB	DBD	0	0	0	Ravasi et al	TcoF-DB	TFCat	TFclass	0	Vaquerizas et al	12490318	9606	0	0	0	0	0	0	0	0	0	0	0
4297	ENSG00000118058	KMT2A	315606	214162	Q03164	0	P55200	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)	ALL-1|CXXC7|HRX|HTRX1|KMT2A|MLL/GAS7|MLL1A|TET1-MLL|TRX1|WDSTS|MLL	yes	12453418	Experimental	0	0	0	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass_synonym_matches_TET1	TFclass_mouse	Vaquerizas et al	12453418	9606;10090	0	0	0	0	0	0	0	0	0	0	0
11166	ENSG00000125285	SOX21	306168	223227	Q9Y651	0	Q811W0	SRY (sex determining region Y)-box 21	SOX25	yes	12446692	Experimental	AnimalTFDB	0	0	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	12446692	10090	0	0	0	0	0	0	0	0	0	0	0
7554	ENSG00000278129	ZNF8	0	243833	B3KS94,P17098	0	Q8BGV5,Q8BJ50	zinc finger protein 8	HF.18|ZFP128	yes	12370310	Experimental	AnimalTFDB	DBD	0	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	12370310	10090	0	0	0	0	0	0	0	0	0	0	0
442425	ENSG00000204612	FOXB2	691398	14240	Q5VYV0	0	B9EII5,Q64733	forkhead box B2	BA159H20.4	yes	12297093	Author statement	AnimalTFDB	DBD	GOC	0	0	0	0	0	TFclass	TFclass_mouse	Vaquerizas et al	12297093	generic	0	0	0	0	0	0	0	0	0	0	0
56980	ENSG00000170325	PRDM10	500964	382066	Q9NQV6	0	D3YYD1	PR domain containing 10	PFM7	yes	12175877	Author statement	AnimalTFDB	DBD	0	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	12175877	9606	0	0	0	0	0	0	0	0	0	0	0
64288	ENSG00000235109	ZNF323	0	0	Q96LW9,Q96QL1	0	0	zinc finger and SCAN domain containing 31	ZNF20-LP|ZNF310P|DJ874C20.2	yes	12147252	Author statement	AnimalTFDB	DBD	0	0	ORFeome	Ravasi et al	0	TFCat	0	0	Vaquerizas et al	12147252	9606	0	0	0	0	0	0	0	0	0	0	0
55578	ENSG00000102710	FAM48A	361946	56790	A8K8L1,Q8NEM7	Q66HC7	Q7TT00	suppressor of Ty 20 homolog (S. cerevisiae)	C13|C13ORF19|P38IP|SPT20|BA421P11.4	yes	12070015	Author statement	0	0	GOC	0	ORFeome	0	0	0	0	0	0	12070015	9606	0	0	0	0	0	0	0	0	0	0	0
57343	ENSG00000131845	ZNF304	0	0	E7EQD3,M0QZ59,Q2T9G7,Q2T9G8,Q9HCX3	0	0	zinc finger protein 304	0	yes	12051768	Author statement	AnimalTFDB	DBD	0	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	0	Vaquerizas et al	12051768	9606	0	0	0	0	0	0	0	0	0	0	0
2117	ENSG00000117036	ETV3	295297	27049	P41162	G3V813	Q8R4Z4	ets variant 3	METS|PE-1|PE1|BA110J1.4	yes	12007404	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	12007404	10090	0	0	0	0	0	0	0	0	0	0	0
63876	ENSG00000165495	PKNOX2	680549	208076	B7ZAF3,Q96KN3	0	Q8BG99	PBX/knotted 1 homeobox 2	PREP2	yes	11972344	Experimental	AnimalTFDB	DBD	0	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	11972344	9606	0	0	0	0	0	0	0	0	0	0	0
